nonstereo_aromatic_smiles,accession,standard_type,pPot_mean,chembl_cid,chembl_tid
CC(=O)NC(CCCCNC(=N)N)C(=O)NCCc1ccc(S(N)(=O)=O)cc1,P00915,Kd,6.539102157243452,CHEMBL3314182,CHEMBL261
CC(=O)NC(CCCCNC(=N)N)C(=O)NCc1ccc(S(N)(=O)=O)cc1,P00915,Kd,5.501689446210399,CHEMBL3314181,CHEMBL261
CC(=O)NC(CCCCNC(=O)OC(C)(C)C)C(=O)NCCc1ccc(S(N)(=O)=O)cc1,P00915,Kd,6.366531544420413,CHEMBL3314176,CHEMBL261
CC(=O)NC(CCCCNC(=O)OC(C)(C)C)C(=O)NCc1ccc(S(N)(=O)=O)cc1,P00915,Kd,6.315154638355588,CHEMBL3314175,CHEMBL261
CC(=O)NC(CCCCNC(=O)OC(C)(C)C)C(=O)Nc1cccc(S(N)(=O)=O)c1,P00915,Kd,5.219682687859849,CHEMBL3313934,CHEMBL261
CC(=O)NC1C(O)C(O)C(CO)OC1n1cc(-c2ccc(S(N)(=O)=O)cc2)nn1,P00915,Kd,5.356547323513812,CHEMBL270334,CHEMBL261
CC(=O)NC1C(O)C(O)C(CO)OC1n1cc(CNC(=O)c2ccc(S(N)(=O)=O)cc2)nn1,P00915,Kd,5.040958607678906,CHEMBL217232,CHEMBL261
CC(=O)NC1C(O)C(O)C(CO)OC1n1cc(COC(=O)c2ccc(S(N)(=O)=O)cc2)nn1,P00915,Kd,5.318758762624412,CHEMBL217303,CHEMBL261
CC(=O)NC1C(OC(C)=O)C(OC(C)=O)C(COC(C)=O)OC1n1cc(-c2ccc(S(N)(=O)=O)cc2)nn1,P00915,Kd,5.301029995663981,CHEMBL270994,CHEMBL261
CC(=O)NC1CCCN(C(=S)S)C1,P00915,Kd,6.040958607678906,CHEMBL3400810_CHEMBL3962337,CHEMBL261
CC(=O)NC1Cc2ccc(S(=O)(=O)O)cc2C1,P00915,Kd,7.050609993355087,CHEMBL363489_CHEMBL454461,CHEMBL261
CC(=O)NNc1ccccc1S(N)(=O)=O,P00915,Kd,4.316052869248487,CHEMBL175652,CHEMBL261
CC(=O)NS(=O)(=O)c1ccc(C2=NN(C(C)=O)C(c3ccc(C)cc3)O2)cc1,P00915,Kd,5.026410376572743,CHEMBL4129969,CHEMBL261
CC(=O)NS(=O)(=O)c1ccc(C2=NN(C(C)=O)C(c3ccc(Cl)cc3)O2)cc1,P00915,Kd,5.075513956266085,CHEMBL4128603,CHEMBL261
CC(=O)NS(=O)(=O)c1ccc(C2=NN(C(C)=O)C(c3ccc(Cl)cc3Cl)O2)cc1,P00915,Kd,5.739898091350047,CHEMBL4128942,CHEMBL261
CC(=O)NS(=O)(=O)c1ccc(C2=NN(C(C)=O)C(c3ccc(F)cc3)O2)cc1,P00915,Kd,5.083809340019462,CHEMBL4126396,CHEMBL261
CC(=O)NS(=O)(=O)c1ccc(C2=NN(C(C)=O)C(c3ccc(F)cc3F)O2)cc1,P00915,Kd,5.049343117495489,CHEMBL4126466,CHEMBL261
CC(=O)NS(=O)(=O)c1ccc(C2=NN(C(C)=O)C(c3ccc([N+](=O)[O-])cc3)O2)cc1,P00915,Kd,5.412064651363644,CHEMBL4127781,CHEMBL261
CC(=O)NS(=O)(=O)c1ccc(C2=NN(C(C)=O)C(c3ccccc3C)O2)cc1,P00915,Kd,5.027982401325985,CHEMBL4129897,CHEMBL261
CC(=O)NS(=O)(=O)c1ccc(N2C(=O)C(=Cc3cn(C(C)=O)c4ccccc34)N=C2c2ccccc2)cc1,P00915,Kd,5.2315543034879175,CHEMBL4863803,CHEMBL261
CC(=O)NS(=O)(=O)c1ccc(Nc2ccnc(SCC(=O)c3ccc(Cl)cc3)n2)cc1,P00915,Kd,4.127261172527331,CHEMBL4649199,CHEMBL261
CC(=O)Nc1c(C#N)c(-c2ccc(Cl)cc2)cn1-c1ccc(S(N)(=O)=O)cc1,P00915,Kd,5.107198851851439,CHEMBL4748713,CHEMBL261
CC(=O)Nc1cc(-c2ccc(S(N)(=O)=O)s2)no1,P00915,Kd,6.21056031543282,CHEMBL4062578,CHEMBL261
