nonstereo_aromatic_smiles,accession,standard_type,pPot_mean,chembl_cid,chembl_tid
CC(=O)NS(=O)(=O)c1ccc(C2=NN(C(C)=O)C(c3ccc(F)cc3)O2)cc1,O43570,Kd,8.167491087293763,CHEMBL4126396,CHEMBL3242
CC(=O)NS(=O)(=O)c1ccc(C2=NN(C(C)=O)C(c3ccc(F)cc3F)O2)cc1,O43570,Kd,8.167491087293763,CHEMBL4126466,CHEMBL3242
CC(=O)NS(=O)(=O)c1ccc(C2=NN(C(C)=O)C(c3ccc([N+](=O)[O-])cc3)O2)cc1,O43570,Kd,7.3214816209598865,CHEMBL4127781,CHEMBL3242
CC(=O)NS(=O)(=O)c1ccc(C2=NN(C(C)=O)C(c3cccc([N+](=O)[O-])c3)O2)cc1,O43570,Kd,8.173925197299173,CHEMBL4126627,CHEMBL3242
CC(=O)NS(=O)(=O)c1ccc(C2=NN(C(C)=O)C(c3ccccc3C)O2)cc1,O43570,Kd,8.200659450546418,CHEMBL4129897,CHEMBL3242
CC(=O)NS(=O)(=O)c1ccc(C2=NN(C(C)=O)C(c3ccccc3[N+](=O)[O-])O2)cc1,O43570,Kd,8.301029995663981,CHEMBL4130085,CHEMBL3242
CC(=O)NS(=O)(=O)c1ccc(Nc2ccnc(SCC(=O)c3ccc(Cl)cc3)n2)cc1,O43570,Kd,5.8696662315049934,CHEMBL4649199,CHEMBL3242
CC(=O)Nc1c(C#N)c(-c2ccc(Cl)cc2)cn1-c1ccc(S(N)(=O)=O)cc1,O43570,Kd,6.8843894883257,CHEMBL4748713,CHEMBL3242
CC(=O)Nc1ccc(Nc2ccc(S(N)(=O)=O)cc2)cc1,O43570,Kd,7.119186407719209,CHEMBL193825,CHEMBL3242
CC(=O)Nc1ccc(O)cc1,O43570,Kd,5.3872161432802645,CHEMBL112,CHEMBL3242
CC(=O)Nc1ccc(S(=O)(=O)NCC(C)F)cc1,O43570,Kd,5.958607314841775,CHEMBL2333971,CHEMBL3242
CC(=O)Nc1ccc(S(=O)(=O)NNC(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,O43570,Kd,9.148741651280924,CHEMBL3323213,CHEMBL3242
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(C(=O)NCCc3ccc(S(N)(=O)=O)cc3)cc2)cc1,O43570,Kd,8.4089353929735,CHEMBL2164738,CHEMBL3242
CC(=O)Nc1ccc(S(N)(=O)=O)cc1,O43570,Kd,7.309803919971486,CHEMBL687,CHEMBL3242
CC(=O)Nc1ccc2c(C)cc(=O)oc2c1,O43570,Kd,6.040958607678906,CHEMBL1951641,CHEMBL3242
CC(=O)Nc1ccc2c(c1)C(=O)NS2(=O)=O,O43570,Kd,6.173925197299173,CHEMBL4584482,CHEMBL3242
CC(=O)Nc1ccc2oc(=O)c3c(C)nn(-c4ccccc4)c3c2c1,O43570,Kd,6.189431470783587,CHEMBL4175236,CHEMBL3242
CC(=O)OC1C(C)OC(NS(N)(=O)=O)C(OC(C)=O)C1OC(C)=O,O43570,Kd,8.236572006437063,CHEMBL1807499_CHEMBL2337526,CHEMBL3242
CC(=O)OC1C(CO)OC(Sc2ccc(S(N)(=O)=O)cc2)C(OC(C)=O)C1OC(C)=O,O43570,Kd,5.308653235865178,CHEMBL5429492,CHEMBL3242
CC(=O)OC1C=CC(NS(=O)(=O)NO)OC1,O43570,Kd,7.078508264938892,CHEMBL3343179_CHEMBL3343180,CHEMBL3242
CC(=O)OC1C=CC(NS(=O)(=O)NO)OC1C,O43570,Kd,7.031517051446065,CHEMBL3343181,CHEMBL3242
CC(=O)OC1C=CC(NS(=O)(=O)ON)OC1,O43570,Kd,7.493160151354403,CHEMBL3609434_CHEMBL3609435,CHEMBL3242
CC(=O)OC1C=CC(NS(=O)(=O)ON)OC1C,O43570,Kd,7.619788758288394,CHEMBL3609436,CHEMBL3242
CC(=O)OC1COC(n2cc(CNC(=O)c3ccc(S(N)(=O)=O)cc3)nn2)C(OC(C)=O)C1OC(C)=O,O43570,Kd,7.931814138253838,CHEMBL386318_CHEMBL394021,CHEMBL3242
CC(=O)OC1COC(n2cc(COC(=O)c3ccc(S(N)(=O)=O)cc3)nn2)C(OC(C)=O)C1OC(C)=O,O43570,Kd,8.119186407719209,CHEMBL217359_CHEMBL231897,CHEMBL3242
CC(=O)OCC1OC(CC(=O)C=Cc2ccc(O)cc2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,O43570,Kd,5.292179510051922,CHEMBL2323135_CHEMBL2323137,CHEMBL3242
CC(=O)OCC1OC(CC(=O)C=Cc2cccc(O)c2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,O43570,Kd,5.291430295136337,CHEMBL2323134_CHEMBL2323136,CHEMBL3242
CC(=O)OCC1OC(NC(=S)NCCc2ccc(S(N)(=O)=O)cc2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,O43570,Kd,8.053063660602458,CHEMBL1956745_CHEMBL1956749,CHEMBL3242
CC(=O)OCC1OC(NC(=S)NNC(=O)c2ccc(S(N)(=O)=O)cc2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,O43570,Kd,8.122291268594532,CHEMBL1956746_CHEMBL1956750,CHEMBL3242
